<DATE>	<TIME>	<OPEN>	<HIGH>	<LOW>	<CLOSE>	<TICKVOL>	<VOL>	<SPREAD>
2026.01.05	17:15:00	4442.430	4449.084	4442.332	4445.959	4182	0	160
2026.01.05	17:30:00	4445.956	4447.544	4437.713	4439.660	4427	0	160
2026.01.05	17:45:00	4439.611	4445.750	4439.170	4443.566	4228	0	160
2026.01.05	18:00:00	4443.511	4448.312	4441.812	4447.208	3956	0	160
2026.01.05	18:15:00	4447.252	4448.572	4439.843	4441.414	4208	0	160
2026.01.05	18:30:00	4441.374	4445.968	4441.080	4443.601	3009	0	160
2026.01.05	18:45:00	4443.623	4448.640	4442.632	4448.640	2424	0	160
2026.01.05	19:00:00	4448.676	4449.504	4434.700	4439.971	6048	0	160
2026.01.05	19:15:00	4440.062	4443.005	4437.662	4441.607	3927	0	160
2026.01.05	19:30:00	4441.576	4445.950	4441.148	4442.695	2645	0	160
2026.01.05	19:45:00	4442.689	4444.112	4438.599	4439.845	2639	0	160
2026.01.05	20:00:00	4439.805	4445.468	4439.086	4443.938	3068	0	160
2026.01.05	20:15:00	4443.989	4447.028	4442.768	4445.497	2636	0	160
2026.01.05	20:30:00	4445.483	4445.483	4437.896	4437.976	4118	0	160
2026.01.05	20:45:00	4437.989	4446.083	4437.981	4445.050	4258	0	160
2026.01.05	21:00:00	4445.098	4448.209	4445.098	4447.084	2725	0	160
2026.01.05	21:15:00	4447.077	4447.140	4443.431	4445.592	1282	0	160
2026.01.05	21:30:00	4445.593	4448.507	4445.423	4446.175	1213	0	160
2026.01.05	21:45:00	4446.192	4449.325	4445.447	4448.989	1373	0	160
2026.01.05	23:00:00	4454.841	4460.318	4451.457	4451.636	1915	0	160
2026.01.05	23:15:00	4451.631	4453.447	4448.596	4448.949	1967	0	160
2026.01.05	23:30:00	4448.982	4450.270	4438.656	4442.984	2913	0	160
2026.01.05	23:45:00	4442.983	4444.024	4436.869	4440.334	2139	0	160
2026.01.06	00:00:00	4440.399	4441.826	4436.600	4440.626	3573	0	160
2026.01.06	00:15:00	4440.564	4442.702	4439.391	4441.049	2396	0	160
2026.01.06	00:30:00	4441.060	4444.852	4430.373	4436.574	4784	0	160
2026.01.06	00:45:00	4436.531	4438.234	4434.473	4436.385	3033	0	160
2026.01.06	01:00:00	4436.297	4442.152	4427.675	4441.721	9448	0	160
2026.01.06	01:15:00	4441.779	4444.226	4433.902	4434.951	6501	0	160
2026.01.06	01:30:00	4435.031	4443.262	4432.621	4439.236	6081	0	160
2026.01.06	01:45:00	4439.209	4452.286	4438.221	4450.417	5349	0	160
2026.01.06	02:00:00	4450.529	4460.746	4448.713	4459.599	6698	0	160
2026.01.06	02:15:00	4459.573	4460.891	4456.533	4460.422	3541	0	160
2026.01.06	02:30:00	4460.385	4461.378	4448.724	4453.589	6391	0	160
2026.01.06	02:45:00	4453.595	4457.610	4451.796	4454.980	3875	0	160
2026.01.06	03:00:00	4455.006	4465.718	4454.110	4462.603	4118	0	160
2026.01.06	03:15:00	4462.652	4468.037	4462.037	4463.666	4667	0	160
2026.01.06	03:30:00	4463.645	4467.717	4463.214	4466.163	2268	0	160
2026.01.06	03:45:00	4466.273	4468.212	4464.618	4467.733	2280	0	160
2026.01.06	04:00:00	4467.700	4468.547	4464.694	4465.732	2155	0	160
2026.01.06	04:15:00	4465.698	4467.455	4463.199	4464.802	2446	0	160
2026.01.06	04:30:00	4464.786	4466.450	4461.678	4462.723	2133	0	160
2026.01.06	04:45:00	4462.730	4468.569	4462.539	4467.338	1857	0	160
2026.01.06	05:00:00	4467.268	4469.724	4466.978	4467.359	2034	0	160
2026.01.06	05:15:00	4467.351	4470.717	4466.841	4469.725	2158	0	160
2026.01.06	05:30:00	4469.694	4474.220	4461.998	4463.065	6482	0	160
2026.01.06	05:45:00	4463.112	4464.853	4449.432	4452.585	7378	0	160
2026.01.06	06:00:00	4452.623	4458.294	4451.601	4456.816	5295	0	160
2026.01.06	06:15:00	4456.860	4461.014	4455.306	4460.958	4170	0	160
2026.01.06	06:30:00	4460.964	4465.765	4458.869	4463.711	4332	0	160
2026.01.06	06:45:00	4463.603	4466.961	4461.038	4465.726	4016	0	160
2026.01.06	07:00:00	4465.603	4470.490	4464.283	4468.494	3781	0	160
2026.01.06	07:15:00	4468.482	4469.654	4461.537	4464.520	2749	0	160
2026.01.06	07:30:00	4464.627	4467.169	4463.450	4464.698	2005	0	160
2026.01.06	07:45:00	4464.678	4466.451	4457.264	4459.490	4237	0	160
2026.01.06	08:00:00	4459.429	4463.458	4457.412	4461.878	4523	0	160
2026.01.06	08:15:00	4461.882	4476.002	4461.540	4471.044	3706	0	160
2026.01.06	08:30:00	4471.019	4472.703	4464.523	4465.905	4583	0	160
2026.01.06	08:45:00	4465.897	4469.497	4465.032	4468.331	2840	0	160
2026.01.06	09:00:00	4468.300	4468.593	4453.744	4457.944	4840	0	160
2026.01.06	09:15:00	4457.917	4458.144	4452.202	4456.749	4043	0	160
2026.01.06	09:30:00	4456.656	4457.122	4453.807	4455.892	2399	0	160
2026.01.06	09:45:00	4455.859	4456.281	4444.803	4446.349	6140	0	160
2026.01.06	10:00:00	4446.398	4452.246	4442.590	4450.290	4048	0	160
2026.01.06	10:15:00	4450.247	4452.624	4448.705	4450.167	2564	0	160
2026.01.06	10:30:00	4450.101	4456.015	4448.481	4451.082	3076	0	160
2026.01.06	10:45:00	4451.099	4453.208	4449.286	4451.717	2162	0	160
2026.01.06	11:00:00	4451.754	4453.069	4449.818	4450.729	2042	0	160
2026.01.06	11:15:00	4450.647	4455.707	4448.670	4455.533	2187	0	160
2026.01.06	11:30:00	4455.507	4462.454	4454.784	4462.215	3340	0	160
2026.01.06	11:45:00	4462.211	4464.609	4459.777	4463.319	2429	0	160
2026.01.06	12:00:00	4463.281	4464.759	4461.684	4462.135	2356	0	160
2026.01.06	12:15:00	4462.108	4465.680	4461.396	4464.410	2402	0	160
2026.01.06	12:30:00	4464.383	4466.318	4458.738	4462.077	2899	0	160
2026.01.06	12:45:00	4462.086	4464.926	4459.632	4463.614	2176	0	160
2026.01.06	13:00:00	4463.652	4468.269	4459.676	4465.541	5888	0	160
2026.01.06	13:15:00	4465.595	4470.587	4457.546	4459.126	6973	0	160
2026.01.06	13:30:00	4459.158	4462.311	4455.423	4461.139	6068	0	160
2026.01.06	13:45:00	4461.161	4468.348	4454.004	4468.011	5357	0	160
2026.01.06	14:00:00	4468.042	4472.678	4466.317	4471.795	5345	0	160
2026.01.06	14:15:00	4471.699	4473.395	4464.488	4466.772	5132	0	160
2026.01.06	14:30:00	4466.823	4483.043	4465.048	4479.635	10286	0	160
2026.01.06	14:45:00	4479.621	4489.999	4479.496	4487.535	6701	0	160
2026.01.06	15:00:00	4487.562	4490.896	4479.087	4480.304	9690	0	160
2026.01.06	15:15:00	4480.254	4483.425	4473.810	4480.981	8492	0	160
2026.01.06	15:30:00	4481.008	4482.008	4462.854	4475.390	11673	0	160
2026.01.06	15:45:00	4475.408	4479.954	4471.560	4478.351	7311	0	160
2026.01.06	16:00:00	4478.314	4483.257	4471.616	4478.790	7629	0	160
2026.01.06	16:15:00	4478.824	4485.335	4477.677	4483.425	4906	0	160
2026.01.06	16:30:00	4483.381	4489.040	4482.500	4488.106	4875	0	160
2026.01.06	16:45:00	4488.141	4488.814	4484.342	4488.240	4313	0	160
2026.01.06	17:00:00	4488.340	4490.321	4484.280	4488.321	4276	0	160
2026.01.06	17:15:00	4488.361	4490.126	4485.987	4487.043	3743	0	160
2026.01.06	17:30:00	4487.013	4490.008	4481.628	4484.003	4160	0	160
2026.01.06	17:45:00	4484.009	4491.626	4483.406	4489.462	3838	0	160
2026.01.06	18:00:00	4489.420	4491.714	4486.090	4491.091	3712	0	160
2026.01.06	18:15:00	4491.044	4494.128	4484.401	4486.006	4946	0	160
2026.01.06	18:30:00	4486.051	4487.906	4482.257	4486.340	4215	0	160
2026.01.06	18:45:00	4486.366	4490.435	4486.276	4488.520	2538	0	160
2026.01.06	19:00:00	4488.540	4489.447	4481.830	4482.109	3931	0	160
2026.01.06	19:15:00	4482.127	4484.732	4477.354	4480.885	4117	0	160
2026.01.06	19:30:00	4480.922	4483.662	4477.764	4481.579	3667	0	160
2026.01.06	19:45:00	4481.620	4483.843	4479.133	4481.409	3568	0	160
2026.01.06	20:00:00	4481.378	4486.907	4480.296	4485.410	2901	0	160
2026.01.06	20:15:00	4485.408	4487.658	4484.476	4485.509	2045	0	160
2026.01.06	20:30:00	4485.551	4490.223	4483.741	4489.759	3473	0	160
2026.01.06	20:45:00	4489.794	4496.944	4488.562	4493.814	3360	0	160
2026.01.06	21:00:00	4493.778	4494.720	4491.740	4492.049	2351	0	160
2026.01.06	21:15:00	4492.024	4494.665	4491.926	4494.071	1455	0	160
2026.01.06	21:30:00	4494.086	4497.167	4493.991	4496.309	1236	0	160
2026.01.06	21:45:00	4496.271	4497.412	4493.994	4494.600	1569	0	160
2026.01.06	23:00:00	4498.082	4499.533	4494.738	4497.621	1542	0	160
2026.01.06	23:15:00	4497.612	4500.541	4497.079	4498.621	1797	0	160
2026.01.06	23:30:00	4498.509	4499.552	4495.028	4495.228	1434	0	160
2026.01.06	23:45:00	4495.210	4496.332	4492.077	4493.261	2397	0	160
2026.01.07	00:00:00	4493.308	4494.495	4490.342	4493.229	3018	0	160
2026.01.07	00:15:00	4493.224	4493.635	4489.580	4491.088	2344	0	160
2026.01.07	00:30:00	4491.118	4494.766	4487.848	4489.846	3418	0	160
2026.01.07	00:45:00	4489.808	4492.199	4482.523	4491.870	4006	0	160
2026.01.07	01:00:00	4491.836	4495.916	4469.091	4471.070	14005	0	160
2026.01.07	01:15:00	4471.103	4479.056	4471.103	4477.125	8598	0	160
2026.01.07	01:30:00	4477.208	4477.914	4464.895	4468.710	9904	0	160
2026.01.07	01:45:00	4468.747	4470.673	4460.993	4465.500	6693	0	160
2026.01.07	02:00:00	4465.482	4475.759	4459.455	4472.385	7548	0	160
2026.01.07	02:15:00	4472.428	4475.115	4468.564	4473.884	3531	0	160
2026.01.07	02:30:00	4473.851	4478.617	4473.425	4475.806	4852	0	160
2026.01.07	02:45:00	4475.775	4478.816	4473.785	4474.656	4764	0	160
2026.01.07	03:00:00	4474.670	4477.085	4471.860	4474.602	4568	0	160
2026.01.07	03:15:00	4474.641	4480.315	4472.633	4476.448	3996	0	160
2026.01.07	03:30:00	4476.416	4478.881	4475.533	4478.282	2652	0	160
2026.01.07	03:45:00	4478.306	4478.447	4473.582	4474.715	2783	0	160
2026.01.07	04:00:00	4474.639	4476.068	4469.152	4470.364	4010	0	160
2026.01.07	04:15:00	4470.325	4472.053	4465.847	4466.122	4227	0	160
2026.01.07	04:30:00	4466.167	4468.556	4463.467	4465.328	4208	0	160
2026.01.07	04:45:00	4465.286	4467.205	4463.814	4464.806	3224	0	160
2026.01.07	05:00:00	4464.825	4467.176	4461.975	4465.915	3030	0	160
2026.01.07	05:15:00	4465.954	4470.358	4465.350	4468.604	2501	0	160
2026.01.07	05:30:00	4468.656	4469.224	4448.638	4452.389	10084	0	160
2026.01.07	05:45:00	4452.362	4454.531	4443.194	4454.270	9123	0	160
2026.01.07	06:00:00	4454.232	4459.198	4452.971	4456.308	4689	0	160
2026.01.07	06:15:00	4456.290	4460.503	4452.247	4455.117	4346	0	160
2026.01.07	06:30:00	4455.067	4455.625	4443.778	4446.734	6143	0	160
2026.01.07	06:45:00	4446.678	4450.990	4441.419	4444.168	6138	0	160
2026.01.07	07:00:00	4444.112	4450.984	4441.509	4450.340	4212	0	160
2026.01.07	07:15:00	4450.303	4455.051	4448.372	4455.002	3769	0	160
2026.01.07	07:30:00	4454.961	4460.052	4453.661	4458.883	3615	0	160
2026.01.07	07:45:00	4458.819	4465.169	4458.484	4461.273	3741	0	160
2026.01.07	08:00:00	4461.183	4466.573	4459.346	4465.794	3472	0	160
2026.01.07	08:15:00	4465.772	4468.536	4463.592	4465.250	3163	0	160
2026.01.07	08:30:00	4465.239	4474.841	4464.146	4466.862	3945	0	160
2026.01.07	08:45:00	4466.873	4470.669	4465.519	4468.315	2665	0	160
2026.01.07	09:00:00	4468.206	4468.749	4459.644	4465.804	3974	0	160
2026.01.07	09:15:00	4465.880	4467.342	4461.795	4462.104	3284	0	160
2026.01.07	09:30:00	4462.070	4464.516	4460.862	4461.489	2097	0	160
2026.01.07	09:45:00	4461.460	4465.639	4459.868	4463.388	2674	0	160
2026.01.07	10:00:00	4463.360	4465.556	4461.454	4464.735	2301	0	160
2026.01.07	10:15:00	4464.698	4466.690	4458.607	4459.826	2549	0	160
2026.01.07	10:30:00	4459.874	4467.340	4458.715	4466.113	2897	0	160
2026.01.07	10:45:00	4466.064	4467.819	4463.786	4464.482	2009	0	160
2026.01.07	11:00:00	4464.481	4464.947	4461.115	4461.797	2401	0	160
2026.01.07	11:15:00	4461.698	4464.318	4455.325	4459.035	2809	0	160
2026.01.07	11:30:00	4459.074	4460.104	4450.481	4450.481	3608	0	160
2026.01.07	11:45:00	4450.536	4454.554	4446.566	4447.469	4251	0	160
2026.01.07	12:00:00	4447.513	4450.274	4443.278	4445.629	4119	0	160
2026.01.07	12:15:00	4445.652	4450.481	4439.158	4450.105	5644	0	160
2026.01.07	12:30:00	4450.117	4455.125	4449.371	4449.974	3502	0	160
2026.01.07	12:45:00	4450.064	4453.856	4445.045	4445.101	3518	0	160
2026.01.07	13:00:00	4445.066	4449.970	4427.817	4433.647	11575	0	160
2026.01.07	13:15:00	4433.657	4447.235	4430.192	4442.111	8167	0	160
2026.01.07	13:30:00	4442.054	4450.712	4438.123	4445.591	8980	0	160
2026.01.07	13:45:00	4445.617	4453.132	4444.759	4452.968	6761	0	160
2026.01.07	14:00:00	4452.923	4454.406	4447.179	4447.363	7553	0	160
2026.01.07	14:15:00	4447.318	4453.593	4442.785	4444.718	7423	0	160
2026.01.07	14:30:00	4444.762	4452.399	4435.764	4444.273	12906	0	160
2026.01.07	14:45:00	4444.308	4453.046	4440.877	4445.604	10349	0	160
2026.01.07	15:00:00	4445.549	4445.549	4426.331	4426.632	9930	0	160
2026.01.07	15:15:00	4426.672	4442.250	4423.563	4441.977	9551	0	160
2026.01.07	15:30:00	4441.918	4452.181	4441.918	4442.238	8115	0	160
2026.01.07	15:45:00	4442.295	4447.972	4440.448	4446.078	6774	0	160
2026.01.07	16:00:00	4446.044	4450.634	4443.910	4447.043	6165	0	160
2026.01.07	16:15:00	4447.079	4461.281	4444.633	4457.890	6969	0	160
2026.01.07	16:30:00	4457.847	4468.026	4456.885	4467.629	7102	0	160
2026.01.07	16:45:00	4467.673	4468.370	4461.957	4464.270	5143	0	160
2026.01.07	17:00:00	4464.319	4465.416	4457.852	4460.213	3998	0	160
2026.01.07	17:15:00	4460.246	4463.192	4457.151	4458.518	3130	0	160
2026.01.07	17:30:00	4458.563	4461.680	4455.895	4456.973	3199	0	160
2026.01.07	17:45:00	4456.953	4459.405	4449.791	4451.908	4898	0	160
2026.01.07	18:00:00	4451.969	4453.046	4447.963	4449.891	5146	0	160
2026.01.07	18:15:00	4449.860	4455.924	4447.174	4452.134	5295	0	160
2026.01.07	18:30:00	4452.212	4458.771	4451.779	4456.298	3422	0	160
2026.01.07	18:45:00	4456.198	4456.498	4450.075	4451.993	3318	0	160
2026.01.07	19:00:00	4452.080	4455.349	4447.816	4449.395	3641	0	160
2026.01.07	19:15:00	4449.491	4451.151	4445.362	4450.582	3624	0	160
2026.01.07	19:30:00	4450.566	4457.264	4450.459	4453.390	3071	0	160
2026.01.07	19:45:00	4453.443	4458.023	4452.076	4456.852	2513	0	160
2026.01.07	20:00:00	4456.896	4459.505	4455.441	4458.364	3141	0	160
2026.01.07	20:15:00	4458.340	4461.700	4455.874	4458.130	3062	0	160
2026.01.07	20:30:00	4458.162	4460.561	4456.380	4456.824	4476	0	160
2026.01.07	20:45:00	4456.807	4459.845	4450.530	4452.000	5058	0	160
2026.01.07	21:00:00	4452.036	4454.679	4449.793	4453.915	2675	0	160
2026.01.07	21:15:00	4453.909	4455.309	4451.819	4452.499	1358	0	160
2026.01.07	21:30:00	4452.493	4454.564	4452.211	4453.300	1147	0	160
2026.01.07	21:45:00	4453.296	4456.097	4452.666	4455.734	1126	0	160
2026.01.07	23:00:00	4459.787	4462.804	4458.515	4459.872	1342	0	160
2026.01.07	23:15:00	4459.794	4464.170	4459.110	4461.951	1691	0	160
2026.01.07	23:30:00	4461.967	4462.862	4459.871	4461.814	1553	0	160
2026.01.07	23:45:00	4461.717	4463.758	4459.865	4463.418	1643	0	160
2026.01.08	00:00:00	4463.383	4465.896	4462.355	4465.576	2241	0	160
2026.01.08	00:15:00	4465.634	4466.480	4454.203	4456.839	2603	0	160
2026.01.08	00:30:00	4456.960	4459.043	4450.198	4451.484	4294	0	160
2026.01.08	00:45:00	4451.448	4452.450	4446.637	4450.263	4041	0	160
2026.01.08	01:00:00	4450.259	4460.407	4444.388	4457.250	7062	0	160
2026.01.08	01:15:00	4457.203	4460.501	4454.323	4455.062	5722	0	160
2026.01.08	01:30:00	4455.027	4457.658	4445.906	4447.607	6021	0	160
2026.01.08	01:45:00	4447.715	4448.509	4441.598	4448.506	5014	0	160
2026.01.08	02:00:00	4448.519	4449.725	4440.098	4446.508	4323	0	160
2026.01.08	02:15:00	4446.466	4446.784	4440.842	4441.217	3423	0	160
2026.01.08	02:30:00	4441.177	4442.904	4433.360	4442.180	7554	0	160
2026.01.08	02:45:00	4442.117	4444.181	4437.417	4441.382	5212	0	160
2026.01.08	03:00:00	4441.397	4445.733	4438.892	4442.630	5104	0	160
2026.01.08	03:15:00	4442.677	4445.854	4437.111	4444.210	4878	0	160
2026.01.08	03:30:00	4444.186	4446.525	4440.016	4442.088	2267	0	160
2026.01.08	03:45:00	4442.046	4442.914	4438.200	4440.299	2465	0	160
2026.01.08	04:00:00	4440.323	4440.373	4436.572	4440.101	2321	0	160
2026.01.08	04:15:00	4440.103	4440.569	4436.592	4436.641	2122	0	160
2026.01.08	04:30:00	4436.752	4438.937	4431.967	4432.022	2430	0	160
2026.01.08	04:45:00	4432.045	4433.376	4430.180	4431.553	2689	0	160
2026.01.08	05:00:00	4431.524	4432.426	4425.786	4427.300	3719	0	160
2026.01.08	05:15:00	4427.261	4429.586	4422.789	4425.970	4300	0	160
2026.01.08	05:30:00	4425.928	4426.963	4415.711	4418.621	9853	0	160
2026.01.08	05:45:00	4418.599	4427.735	4415.538	4425.388	6637	0	160
2026.01.08	06:00:00	4425.440	4429.307	4415.853	4421.043	7777	0	160
2026.01.08	06:15:00	4421.032	4428.332	4418.334	4426.050	6007	0	160
2026.01.08	06:30:00	4426.105	4437.606	4426.105	4435.666	5376	0	160
2026.01.08	06:45:00	4435.645	4436.197	4430.026	4433.359	4880	0	160
2026.01.08	07:00:00	4433.395	4439.902	4432.157	4435.983	4138	0	160
2026.01.08	07:15:00	4435.936	4437.060	4430.681	4436.527	4416	0	160
2026.01.08	07:30:00	4436.437	4436.769	4430.816	4431.579	3342	0	160
2026.01.08	07:45:00	4431.503	4434.004	4428.495	4431.056	3196	0	160
2026.01.08	08:00:00	4430.981	4433.300	4425.616	4425.816	4797	0	160
2026.01.08	08:15:00	4425.788	4430.748	4425.305	4426.909	3235	0	160
2026.01.08	08:30:00	4426.842	4428.683	4419.760	4421.199	4140	0	160
2026.01.08	08:45:00	4421.279	4432.902	4421.084	4431.573	4120	0	160
2026.01.08	09:00:00	4431.548	4435.451	4430.614	4431.008	3453	0	160
2026.01.08	09:15:00	4431.040	4431.426	4425.932	4430.280	3426	0	160
2026.01.08	09:30:00	4430.251	4434.877	4429.763	4433.275	2895	0	160
2026.01.08	09:45:00	4433.209	4433.469	4429.062	4432.575	2340	0	160
2026.01.08	10:00:00	4432.592	4432.734	4427.529	4429.237	2527	0	160
2026.01.08	10:15:00	4429.223	4430.605	4423.018	4424.667	3178	0	160
2026.01.08	10:30:00	4424.630	4434.825	4423.546	4432.599	3010	0	160
2026.01.08	10:45:00	4432.556	4433.964	4429.888	4433.276	2542	0	160
2026.01.08	11:00:00	4433.364	4433.364	4427.601	4428.343	2457	0	160
2026.01.08	11:15:00	4428.349	4429.614	4424.764	4426.455	2703	0	160
2026.01.08	11:30:00	4426.426	4428.084	4424.658	4426.469	2215	0	160
2026.01.08	11:45:00	4426.474	4427.367	4421.981	4422.728	2669	0	160
2026.01.08	12:00:00	4422.769	4422.945	4411.950	4412.305	6176	0	160
2026.01.08	12:15:00	4412.275	4422.372	4407.557	4420.402	5215	0	160
2026.01.08	12:30:00	4420.475	4431.351	4420.092	4429.026	4064	0	160
2026.01.08	12:45:00	4428.999	4430.397	4426.214	4427.857	3631	0	160
2026.01.08	13:00:00	4427.797	4429.752	4417.260	4420.487	8639	0	160
2026.01.08	13:15:00	4420.458	4436.268	4420.372	4434.019	6536	0	160
2026.01.08	13:30:00	4434.056	4435.754	4426.047	4433.211	5595	0	160
2026.01.08	13:45:00	4433.261	4434.018	4421.590	4423.766	6680	0	160
2026.01.08	14:00:00	4423.726	4428.031	4418.928	4423.477	8930	0	160
2026.01.08	14:15:00	4423.535	4430.095	4419.510	4427.726	6082	0	160
2026.01.08	14:30:00	4427.849	4435.421	4421.837	4426.119	13618	0	160
2026.01.08	14:45:00	4426.078	4439.463	4425.919	4432.845	10987	0	160
2026.01.08	15:00:00	4432.883	4449.268	4427.792	4447.946	11000	0	160
2026.01.08	15:15:00	4447.859	4454.178	4443.320	4447.694	10372	0	160
2026.01.08	15:30:00	4447.719	4455.510	4446.673	4453.017	8727	0	160
2026.01.08	15:45:00	4452.965	4456.552	4447.746	4454.191	7147	0	160
2026.01.08	16:00:00	4454.213	4458.016	4447.102	4447.255	7165	0	160
2026.01.08	16:15:00	4447.216	4455.202	4446.939	4453.494	5954	0	160
2026.01.08	16:30:00	4453.463	4464.615	4451.821	4460.739	6929	0	160
2026.01.08	16:45:00	4460.780	4464.298	4457.661	4463.162	5011	0	160
2026.01.08	17:00:00	4463.116	4465.446	4458.259	4459.989	4974	0	160
2026.01.08	17:15:00	4459.955	4462.284	4457.509	4461.700	4478	0	160
2026.01.08	17:30:00	4461.750	4463.590	4458.975	4461.427	2968	0	160
2026.01.08	17:45:00	4461.353	4464.196	4459.151	4463.398	2578	0	160
2026.01.08	18:00:00	4463.442	4463.442	4452.425	4453.949	4344	0	160
2026.01.08	18:15:00	4453.992	4456.579	4449.300	4452.173	5845	0	160
2026.01.08	18:30:00	4452.105	4453.792	4447.856	4452.190	3869	0	160
2026.01.08	18:45:00	4452.291	4454.999	4449.387	4449.642	2488	0	160
2026.01.08	19:00:00	4449.605	4451.292	4446.862	4447.300	2928	0	160
2026.01.08	19:15:00	4447.304	4449.850	4444.332	4447.765	2929	0	160
2026.01.08	19:30:00	4447.814	4452.803	4447.596	4451.446	2701	0	160
2026.01.08	19:45:00	4451.493	4452.935	4449.503	4452.141	2390	0	160
2026.01.08	20:00:00	4452.020	4458.996	4451.458	4458.204	3277	0	160
2026.01.08	20:15:00	4458.176	4473.737	4457.367	4470.024	4236	0	160
2026.01.08	20:30:00	4470.056	4478.189	4470.056	4473.643	6041	0	160
2026.01.08	20:45:00	4473.678	4477.906	4471.956	4476.027	4955	0	160
2026.01.08	21:00:00	4475.999	4479.711	4475.947	4477.969	2613	0	160
2026.01.08	21:15:00	4477.908	4478.697	4472.672	4475.149	2248	0	160
2026.01.08	21:30:00	4475.161	4475.890	4472.779	4474.306	1816	0	160
2026.01.08	21:45:00	4474.339	4478.785	4473.601	4477.366	1505	0	160
2026.01.08	23:00:00	4482.004	4484.205	4475.245	4476.937	2386	0	160
2026.01.08	23:15:00	4476.883	4478.748	4475.150	4477.097	1807	0	160
2026.01.08	23:30:00	4477.120	4477.500	4475.252	4475.781	1506	0	160
2026.01.08	23:45:00	4475.709	4476.270	4472.630	4475.597	1835	0	160
2026.01.09	00:00:00	4475.632	4476.742	4471.453	4471.634	2104	0	160
2026.01.09	00:15:00	4471.601	4472.910	4463.551	4465.784	3085	0	160
2026.01.09	00:30:00	4465.819	4468.632	4463.872	4467.750	2467	0	160
2026.01.09	00:45:00	4467.688	4467.803	4459.959	4462.941	3165	0	160
2026.01.09	01:00:00	4463.025	4465.569	4452.819	4459.215	8940	0	160
2026.01.09	01:15:00	4459.151	4461.533	4453.033	4457.281	6150	0	160
2026.01.09	01:30:00	4457.214	4463.495	4456.144	4462.607	5263	0	160
2026.01.09	01:45:00	4462.569	4470.030	4462.503	4468.977	4590	0	160
2026.01.09	02:00:00	4468.941	4476.579	4468.843	4471.851	5101	0	160
2026.01.09	02:15:00	4471.822	4474.450	4470.025	4472.357	2622	0	160
2026.01.09	02:30:00	4472.335	4475.646	4468.285	4473.322	4063	0	160
2026.01.09	02:45:00	4473.278	4473.725	4465.584	4469.395	3842	0	160
2026.01.09	03:00:00	4469.365	4470.009	4462.195	4464.330	4332	0	160
2026.01.09	03:15:00	4464.296	4466.485	4460.997	4463.502	4271	0	160
2026.01.09	03:30:00	4463.457	4465.473	4460.393	4463.746	2267	0	160
2026.01.09	03:45:00	4463.827	4465.871	4463.575	4464.219	1714	0	160
2026.01.09	04:00:00	4464.226	4465.727	4462.330	4462.585	1832	0	160
2026.01.09	04:15:00	4462.560	4463.994	4460.704	4462.805	1825	0	160
2026.01.09	04:30:00	4462.801	4464.781	4461.591	4463.294	2139	0	160
2026.01.09	04:45:00	4463.323	4466.835	4461.767	4464.783	1800	0	160
2026.01.09	05:00:00	4464.788	4466.835	4461.744	4463.059	1674	0	160
2026.01.09	05:15:00	4463.025	4465.024	4458.062	4464.656	2955	0	160
2026.01.09	05:30:00	4464.660	4471.745	4464.312	4467.423	4621	0	160
2026.01.09	05:45:00	4467.563	4469.654	4465.523	4468.157	3999	0	160
2026.01.09	06:00:00	4468.226	4471.030	4466.039	4467.184	3901	0	160
2026.01.09	06:15:00	4467.194	4473.617	4466.074	4473.617	3759	0	160
2026.01.09	06:30:00	4473.541	4475.660	4472.870	4475.011	3396	0	160
2026.01.09	06:45:00	4475.054	4477.413	4472.765	4474.162	3866	0	160
2026.01.09	07:00:00	4474.204	4475.545	4470.632	4471.264	2183	0	160
2026.01.09	07:15:00	4471.233	4473.053	4468.660	4470.257	2558	0	160
2026.01.09	07:30:00	4470.373	4473.009	4468.430	4471.723	2190	0	160
2026.01.09	07:45:00	4471.735	4473.471	4469.353	4470.262	2520	0	160
2026.01.09	08:00:00	4470.264	4476.785	4466.399	4474.442	3588	0	160
2026.01.09	08:15:00	4474.468	4475.428	4472.337	4473.331	2490	0	160
2026.01.09	08:30:00	4473.304	4473.910	4465.526	4466.720	3175	0	160
2026.01.09	08:45:00	4466.822	4468.627	4463.956	4468.492	2641	0	160
2026.01.09	09:00:00	4468.445	4474.993	4468.296	4474.750	2652	0	160
2026.01.09	09:15:00	4474.722	4477.674	4473.068	4473.952	2539	0	160
2026.01.09	09:30:00	4473.977	4475.136	4471.554	4471.723	2201	0	160
2026.01.09	09:45:00	4471.715	4474.311	4470.761	4471.203	1925	0	160
2026.01.09	10:00:00	4471.220	4474.272	4469.722	4471.957	1750	0	160
2026.01.09	10:15:00	4471.972	4473.841	4468.933	4469.027	1814	0	160
2026.01.09	10:30:00	4469.078	4472.484	4468.206	4469.219	2039	0	160
2026.01.09	10:45:00	4469.220	4472.859	4467.193	4472.637	1816	0	160
2026.01.09	11:00:00	4472.670	4474.800	4469.917	4472.110	1930	0	160
2026.01.09	11:15:00	4472.067	4473.038	4470.548	4470.702	1637	0	160
2026.01.09	11:30:00	4470.740	4471.986	4469.221	4470.683	2101	0	160
2026.01.09	11:45:00	4470.642	4476.230	4468.615	4475.420	2379	0	160
2026.01.09	12:00:00	4475.355	4480.629	4472.099	4474.262	3270	0	160
